transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,date
9631,7,3238,2017-08-20,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28,2020-08-12 17:40:34.669269
9632,19,1951,2017-01-31,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1993-05-26,2020-08-12 17:40:34.669269
9633,3,738,2017-05-30,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09,2020-08-12 17:40:34.669269
9634,43,1404,2017-07-13,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2014-07-28,2020-08-12 17:40:34.669269
9635,91,3137,2017-08-18,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26,2020-08-12 17:40:34.669269
9636,44,815,2017-04-05,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2012-04-10,2020-08-12 17:40:34.669269
9637,86,133,2017-01-19,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1997-08-25,2020-08-12 17:40:34.669269
9638,52,579,2017-04-28,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,2020-08-12 17:40:34.669269
9639,25,1337,2017-07-15,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,2020-08-12 17:40:34.669269
9640,8,2607,2017-12-25,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2004-08-17,2020-08-12 17:40:34.669269
9641,82,2165,2017-06-18,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,2020-08-12 17:40:34.669269
9642,80,1199,2017-10-13,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-08-25,2020-08-12 17:40:34.669269
9643,24,1299,2017-05-13,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2012-05-18,2020-08-12 17:40:34.669269
9644,26,2002,2017-06-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,2020-08-12 17:40:34.669269
9645,53,1631,2017-06-05,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,2020-08-12 17:40:34.669269
9646,60,718,2017-09-03,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2015-05-21,2020-08-12 17:40:34.669269
9647,29,3388,2017-06-03,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22,2020-08-12 17:40:34.669269
9648,92,3056,2017-01-01,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,2020-08-12 17:40:34.669269
9649,99,1357,2017-02-26,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01,2020-08-12 17:40:34.669269
9650,34,239,2017-12-16,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,2020-08-12 17:40:34.669269
9651,10,338,2017-06-17,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,2020-08-12 17:40:34.669269
9652,58,1705,2017-03-26,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-06-17,2020-08-12 17:40:34.669269
9653,79,1237,2017-03-22,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16,2020-08-12 17:40:34.669269
9654,8,1878,2017-11-28,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,2020-08-12 17:40:34.669269
9655,27,1199,2017-10-14,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,2006-11-10,2020-08-12 17:40:34.669269
9656,39,2961,2017-11-01,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,2020-08-12 17:40:34.669269
9657,72,1339,2017-09-19,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,2020-08-12 17:40:34.669269
9658,64,2376,2017-10-25,0.5004582484725051,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-11-05,2020-08-12 17:40:34.669269
9659,29,1085,2017-10-27,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22,2020-08-12 17:40:34.669269
9660,98,2373,2017-07-25,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2015-06-17,2020-08-12 17:40:34.669269
9661,79,1559,2017-01-15,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2015-08-02,2020-08-12 17:40:34.669269
9662,49,1407,2017-01-28,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-04-10,2020-08-12 17:40:34.669269
9663,7,91,2017-07-28,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2007-08-04,2020-08-12 17:40:34.669269
9664,29,925,2017-11-22,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22,2020-08-12 17:40:34.669269
9665,32,3243,2017-07-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1997-05-10,2020-08-12 17:40:34.669269
9666,95,1262,2017-07-21,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-16,2020-08-12 17:40:34.669269
9667,2,2496,2017-02-25,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15,2020-08-12 17:40:34.669269
9668,49,1054,2017-06-21,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,2020-08-12 17:40:34.669269
9669,45,2677,2017-10-25,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,2020-08-12 17:40:34.669269
9670,28,2650,2017-09-08,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2006-11-10,2020-08-12 17:40:34.669269
9671,0,284,2017-04-15,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2003-07-21,2020-08-12 17:40:34.669269
9672,43,2914,2017-08-10,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,2020-08-12 17:40:34.669269
9673,58,3274,2017-01-30,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,2020-08-12 17:40:34.669269
9674,43,1630,2017-08-19,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,2020-08-12 17:40:34.669269
9675,79,139,2017-02-28,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09,2020-08-12 17:40:34.669269
9676,10,2892,2017-12-18,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,2020-08-12 17:40:34.669269
9677,89,833,2017-04-04,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2007-12-11,2020-08-12 17:40:34.669269
9678,99,315,2017-05-21,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,2020-08-12 17:40:34.669269
9679,86,2467,2017-01-09,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1998-12-16,2020-08-12 17:40:34.669269
9680,26,467,2017-07-14,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,2020-08-12 17:40:34.669269
9681,99,626,2017-02-06,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,2020-08-12 17:40:34.669269
9682,97,242,2017-08-06,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,2020-08-12 17:40:34.669269
9683,66,970,2017-11-07,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2010-05-05,2020-08-12 17:40:34.669269
9684,62,2704,2017-01-30,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2012-05-18,2020-08-12 17:40:34.669269
9685,91,1025,2017-04-09,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2003-09-10,2020-08-12 17:40:34.669269
9686,76,3426,2017-10-25,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,2020-08-12 17:40:34.669269
9687,10,2597,2017-04-09,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2011-01-10,2020-08-12 17:40:34.669269
9688,19,1189,2017-11-13,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-07,2020-08-12 17:40:34.669269
9689,6,112,2017-11-13,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,2015-04-11,2020-08-12 17:40:34.669269
9690,17,1631,2017-08-08,0.5004582484725051,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,2020-08-12 17:40:34.669269
9691,0,858,2017-08-28,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,2020-08-12 17:40:34.669269
9692,35,466,2017-11-20,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,2020-08-12 17:40:34.669269
9693,27,820,2017-07-30,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,2020-08-12 17:40:34.669269
9694,87,2529,2017-02-14,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2015-04-11,2020-08-12 17:40:34.669269
9695,45,2565,2017-06-18,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,2007-12-11,2020-08-12 17:40:34.669269
9696,46,1131,2017-04-28,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11,2020-08-12 17:40:34.669269
9697,29,517,2017-12-20,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2006-11-10,2020-08-12 17:40:34.669269
9698,0,260,2017-07-19,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2007-08-04,2020-08-12 17:40:34.669269
9699,95,3090,2017-04-19,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,2020-08-12 17:40:34.669269
9700,70,1763,2017-10-23,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2011-01-10,2020-08-12 17:40:34.669269
9701,11,1555,2017-02-25,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,2020-08-12 17:40:34.669269
9702,33,1688,2017-02-14,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,2020-08-12 17:40:34.669269
9703,38,1324,2017-04-01,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,2020-08-12 17:40:34.669269
9704,97,2587,2017-05-15,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,2020-08-12 17:40:34.669269
9705,99,3257,2017-12-24,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-06,2020-08-12 17:40:34.669269
9706,63,3048,2017-08-31,0.5004582484725051,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,2020-08-12 17:40:34.669269
9707,82,1365,2017-05-24,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,2020-08-12 17:40:34.669269
9708,2,542,2017-06-14,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,2020-08-12 17:40:34.669269
9709,14,1244,2017-10-06,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2013-03-12,2020-08-12 17:40:34.669269
9710,46,3302,2017-08-06,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11,2020-08-12 17:40:34.669269
9711,81,1515,2017-09-25,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2015-08-10,2020-08-12 17:40:34.669269
9712,65,3361,2017-03-04,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1992-10-11,2020-08-12 17:40:34.669269
9713,97,3038,2017-06-27,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,2020-08-12 17:40:34.669269
9714,42,1064,2017-08-13,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,2020-08-12 17:40:34.669269
9715,0,1546,2017-10-14,0.0,Approved,Solex,Standard,medium,medium,840.02,556.0469512209421,1992-10-02,2020-08-12 17:40:34.669269
9716,0,2307,2017-06-22,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2003-03-18,2020-08-12 17:40:34.669269
9717,84,2806,2017-02-01,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1997-08-25,2020-08-12 17:40:34.669269
9718,26,1552,2017-09-22,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,2020-08-12 17:40:34.669269
9719,50,3302,2017-04-27,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16,2020-08-12 17:40:34.669269
9720,77,3067,2017-06-18,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2004-12-18,2020-08-12 17:40:34.669269
9721,27,1472,2017-01-06,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,2020-08-12 17:40:34.669269
9722,72,1044,2017-01-17,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,2020-08-12 17:40:34.669269
9723,4,2912,2017-10-01,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,2020-08-12 17:40:34.669269
9724,36,1241,2017-02-14,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,2006-02-02,2020-08-12 17:40:34.669269
9725,59,1275,2017-08-01,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-05-26,2020-08-12 17:40:34.669269
9726,45,3017,2017-04-25,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,2020-08-12 17:40:34.669269
9727,41,1950,2017-07-07,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,1999-12-04,2020-08-12 17:40:34.669269
9728,78,2354,2017-11-24,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,2020-08-12 17:40:34.669269
9729,65,3155,2017-01-06,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1992-10-02,2020-08-12 17:40:34.669269
9730,23,914,2017-08-17,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2011-05-07,2020-08-12 17:40:34.669269
9731,68,212,2017-02-14,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,2020-08-12 17:40:34.669269
9732,63,1215,2017-06-28,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,2020-08-12 17:40:34.669269
9733,35,1728,2017-11-15,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,2020-08-12 17:40:34.669269
9734,0,621,2017-01-22,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,2020-08-12 17:40:34.669269
9735,69,2041,2017-01-16,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,2020-08-12 17:40:34.669269
9736,28,1930,2017-12-09,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,2020-08-12 17:40:34.669269
9737,87,1799,2017-08-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25,2020-08-12 17:40:34.669269
9738,61,2063,2017-12-21,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,2020-08-12 17:40:34.669269
9739,38,3264,2017-02-03,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1993-04-12,2020-08-12 17:40:34.669269
9740,61,718,2017-09-24,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2012-05-18,2020-08-12 17:40:34.669269
9741,5,1662,2017-05-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,2020-08-12 17:40:34.669269
9742,42,1319,2017-12-14,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2014-07-28,2020-08-12 17:40:34.669269
9743,76,3270,2017-02-10,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1991-07-10,2020-08-12 17:40:34.669269
9744,57,292,2017-03-08,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-06-17,2020-08-12 17:40:34.669269
9745,63,483,2017-01-15,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,2020-08-12 17:40:34.669269
9746,55,2856,2017-11-11,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2007-08-04,2020-08-12 17:40:34.669269
9747,94,2825,2017-01-03,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1994-08-10,2020-08-12 17:40:34.669269
9748,10,1557,2017-03-17,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,2020-08-12 17:40:34.669269
9749,45,641,2017-02-02,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,2020-08-12 17:40:34.669269
9750,62,41,2017-04-18,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23,2020-08-12 17:40:34.669269
9751,21,2369,2017-06-19,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-10-02,2020-08-12 17:40:34.669269
9752,66,3050,2017-08-02,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,2020-08-12 17:40:34.669269
9753,6,2023,2017-11-30,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,2020-08-12 17:40:34.669269
9754,50,493,2017-05-31,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2001-11-25,2020-08-12 17:40:34.669269
9755,0,861,2017-11-06,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,2020-08-12 17:40:34.669269
9756,56,877,2017-05-22,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04,2020-08-12 17:40:34.669269
9757,4,447,2017-07-23,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2004-08-17,2020-08-12 17:40:34.669269
9758,16,701,2017-04-02,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1993-07-15,2020-08-12 17:40:34.669269
9759,60,1048,2017-08-19,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,2020-08-12 17:40:34.669269
9760,0,2553,2017-07-23,1.0,Approved,Solex,Standard,medium,medium,1922.94,556.0469512209421,1992-10-02,2020-08-12 17:40:34.669269
9761,83,290,2017-07-15,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16,2020-08-12 17:40:34.669269
9762,60,484,2017-12-11,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,2020-08-12 17:40:34.669269
9763,7,2394,2017-10-01,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28,2020-08-12 17:40:34.669269
9764,97,422,2017-02-10,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,2020-08-12 17:40:34.669269
9765,92,782,2017-05-03,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,2020-08-12 17:40:34.669269
9766,47,2131,2017-02-14,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2012-04-10,2020-08-12 17:40:34.669269
9767,45,260,2017-02-20,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2011-04-16,2020-08-12 17:40:34.669269
9768,49,3360,2017-10-04,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,2020-08-12 17:40:34.669269
9769,5,3496,2017-03-07,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-07,2020-08-12 17:40:34.669269
9770,17,1018,2017-12-04,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,2020-08-12 17:40:34.669269
9771,25,1800,2017-05-14,0.5004582484725051,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10,2020-08-12 17:40:34.669269
9772,72,1301,2017-01-09,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,2020-08-12 17:40:34.669269
9773,44,2705,2017-02-14,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,2020-08-12 17:40:34.669269
9774,64,1783,2017-07-12,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-11,2020-08-12 17:40:34.669269
9775,74,2268,2017-11-25,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22,2020-08-12 17:40:34.669269
9776,0,213,2017-06-30,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2014-10-10,2020-08-12 17:40:34.669269
9777,31,2183,2017-12-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2002-03-22,2020-08-12 17:40:34.669269
9778,3,750,2017-01-30,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09,2020-08-12 17:40:34.669269
9779,72,1702,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,2020-08-12 17:40:34.669269
9780,21,1769,2017-07-25,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-07-15,2020-08-12 17:40:34.669269
9781,1,2565,2017-07-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02,2020-08-12 17:40:34.669269
9782,23,2686,2017-06-22,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02,2020-08-12 17:40:34.669269
9783,30,2459,2017-07-24,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,2020-08-12 17:40:34.669269
9784,21,1513,2017-01-28,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1999-06-23,2020-08-12 17:40:34.669269
9785,72,1,2017-01-05,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2003-09-09,2020-08-12 17:40:34.669269
9786,28,367,2017-02-14,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1992-10-11,2020-08-12 17:40:34.669269
9787,82,298,2017-12-06,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,2020-08-12 17:40:34.669269
9788,21,850,2017-06-08,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05,2020-08-12 17:40:34.669269
9789,0,288,2017-03-27,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07,2020-08-12 17:40:34.669269
9790,67,1756,2017-08-01,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05,2020-08-12 17:40:34.669269
9791,65,391,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21,2020-08-12 17:40:34.669269
9792,60,34,2017-06-25,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,2020-08-12 17:40:34.669269
9793,88,1839,2017-02-13,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1996-04-05,2020-08-12 17:40:34.669269
9794,43,2632,2017-09-30,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,2020-08-12 17:40:34.669269
9795,23,2130,2017-10-01,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,2020-08-12 17:40:34.669269
9796,76,1111,2017-07-11,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2004-01-16,2020-08-12 17:40:34.669269
9797,52,919,2017-06-04,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1991-01-21,2020-08-12 17:40:34.669269
9798,71,2134,2017-10-10,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24,2020-08-12 17:40:34.669269
9799,31,946,2017-03-21,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,2020-08-12 17:40:34.669269
9800,22,410,2017-08-19,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2016-11-22,2020-08-12 17:40:34.669269
9801,89,1195,2017-04-04,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20,2020-08-12 17:40:34.669269
9802,68,1439,2017-07-22,0.5004582484725051,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,2020-08-12 17:40:34.669269
9803,9,3018,2017-02-09,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2003-03-18,2020-08-12 17:40:34.669269
9804,0,1990,2017-10-05,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,2020-08-12 17:40:34.669269
9805,19,3086,2017-07-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,2020-08-12 17:40:34.669269
9806,69,2400,2017-12-11,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1995-10-24,2020-08-12 17:40:34.669269
9807,11,1742,2017-03-10,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,2020-08-12 17:40:34.669269
9808,0,2505,2017-06-29,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,2020-08-12 17:40:34.669269
9809,72,49,2017-03-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,2020-08-12 17:40:34.669269
9810,0,345,2017-01-06,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2011-04-16,2020-08-12 17:40:34.669269
9811,40,533,2017-03-12,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,2020-08-12 17:40:34.669269
9812,51,1526,2017-06-09,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-02-09,2020-08-12 17:40:34.669269
9813,86,2599,2017-07-03,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,2020-08-12 17:40:34.669269
9814,4,1186,2017-11-03,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2011-08-29,2020-08-12 17:40:34.669269
9815,35,2027,2017-05-07,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,2020-08-12 17:40:34.669269
9816,13,38,2017-08-13,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,2020-08-12 17:40:34.669269
9817,6,3027,2017-11-29,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28,2020-08-12 17:40:34.669269
9818,98,1707,2017-11-28,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,2020-08-12 17:40:34.669269
9819,7,3114,2017-09-10,0.5004582484725051,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28,2020-08-12 17:40:34.669269
9820,31,1425,2017-12-30,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2002-03-22,2020-08-12 17:40:34.669269
9821,72,2774,2017-06-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,2020-08-12 17:40:34.669269
9822,5,2401,2017-12-09,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-07,2020-08-12 17:40:34.669269
9823,54,791,2017-01-18,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2003-07-21,2020-08-12 17:40:34.669269
9824,92,3111,2017-07-29,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2013-06-09,2020-08-12 17:40:34.669269
9825,77,959,2017-03-09,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2004-12-18,2020-08-12 17:40:34.669269
9826,84,1255,2017-04-21,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,2020-08-12 17:40:34.669269
